Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp,Species,SppCode,density_per_m2
Auba_23_6_2008_HS,Auba_2008_6_23,Aubach,Auba,1,Grob,23,6,2008,175,late,2,NA,Hydropsyche siltalai,HS,2.871795
Auba_23_6_2008_PO,Auba_2008_6_23,Aubach,Auba,1,Grob,23,6,2008,175,late,2,NA,Prodiamesa olivacea,PO,55.61905
Bieb_23_6_2008_BR,Bieb_2008_6_23,Bieber,Bieb,2,Einzelexemplar,23,6,2008,175,late,2,NA,Baetis rhodani,BR,3.047619
Bieb_24_4_2008_BR,Bieb_2008_4_24,Bieber,Bieb,2,grob,24,4,2008,115,early,1,NA,Baetis rhodani,BR,79.80952
Bieb_24_4_2008_ET,Bieb_2008_4_24,Bieber,Bieb,2,grob,24,4,2008,115,early,1,NA,Eiseniella tetraedra,ET,1.714286
Bieb_23_6_2008_HS,Bieb_2008_6_23,Bieber,Bieb,2,Grob,23,6,2008,175,late,2,NA,Hydropsyche siltalai,HS,6.857143
Bieb_24_4_2008_HS,Bieb_2008_4_24,Bieber,Bieb,2,Grob,24,4,2008,115,early,1,NA,Hydropsyche siltalai,HS,27.04762
Bieb_24_4_2008_OV,Bieb_2008_4_24,Bieber,Bieb,2,grob,24,4,2008,115,early,1,NA,Orectochilus villosus,OV,3.428571
Bieb_23_6_2008_PO,Bieb_2008_6_23,Bieber,Bieb,2,Grob,23,6,2008,175,late,2,NA,Prodiamesa olivacea,PO,283.4286
Bieb_24_4_2008_PO,Bieb_2008_4_24,Bieber,Bieb,2,Grob,24,4,2008,115,early,1,NA,Prodiamesa olivacea,PO,34.28571
O3_11_6_2008_AF,O3_2008_6_11,KiO3/O3/Rothenbergen,O3,3,grob,11,6,2008,163,late,2,NA,Ancylus fluviatilis,AF,4.571429
O3_28_4_2008_AF,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,grob,28,4,2008,119,early,1,NA,Ancylus fluviatilis,AF,8.661654
O3_11_6_2008_AA,O3_2008_6_11,KiO3/O3/Rothenbergen,O3,3,Grob,11,6,2008,163,late,2,NA,Aphelocheirus aestivalis,AA,24.38095
O3_11_6_2008_AA,O3_2008_6_11,KiO3/O3/Rothenbergen,O3,3,Grob_21TP,11,6,2008,163,late,2,NA,Aphelocheirus aestivalis,AA,24.38095
O3_28_4_2008_AA,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,Grob,28,4,2008,119,early,1,NA,Aphelocheirus aestivalis,AA,20.21053
O3_11_6_2008_BR,O3_2008_6_11,KiO3/O3/Rothenbergen,O3,3,grob,11,6,2008,163,late,2,NA,Baetis rhodani,BR,48
O3_28_4_2008_BR,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,grob,28,4,2008,119,early,1,NA,Baetis rhodani,BR,16.6416
O3_28_4_2008_ET,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,grob,28,4,2008,119,early,1,NA,Eiseniella tetraedra,ET,17.32331
O3_28_4_2008_GR,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,grob,28,4,2008,119,early,1,NA,Gammarus roeselii,GR,70.21554
O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob 21 TP,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,6.857143
O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,6.857143
O3_11_6_2008_HS,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,6.857143
O3_28_4_2008_HS,O3_2008_4_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,4,2008,119,early,1,NA,Hydropsyche siltalai,HS,2.887218
O3_28_4_2008_OV,O3_2008_4_28,KiO3/O3/Rothenbergen,O3,3,grob,28,4,2008,119,early,1,NA,Orectochilus villosus,OV,1.443609
O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,36.57143
W1_28_4_2008_AF,W1_2008_4_28,KiW1/W1/Bulau,W1,4,grob,28,4,2008,119,early,1,NA,Ancylus fluviatilis,AF,1.107692
W1_11_6_2008_AA,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,11,6,2008,163,late,2,NA,Aphelocheirus aestivalis,AA,6.247619
W1_28_4_2008_AA,W1_2008_4_28,KiW1/W1/Bulau,W1,4,Grob,28,4,2008,119,early,1,NA,Aphelocheirus aestivalis,AA,3.323077
W1_11_6_2008_BR,W1_2008_6_11,KiW1/W1/Bulau,W1,4,grob,11,6,2008,163,late,2,NA,Baetis rhodani,BR,2.742857
W1_11_6_2008_ET,W1_2008_6_11,KiW1/W1/Bulau,W1,4,grob,11,6,2008,163,late,2,NA,Eiseniella tetraedra,ET,2.742857
W1_11_6_2008_ED,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,11,6,2008,163,late,2,NA,Ephemera danica,ED,14.47619
W1_11_6_2008_ED,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Einzelexemplare,11,6,2008,163,late,2,NA,Ephemera danica,ED,14.47619
W1_28_4_2008_ED,W1_2008_4_28,KiW1/W1/Bulau,W1,4,Einzelexemplare,28,4,2008,119,early,1,NA,Ephemera danica,ED,6.338462
W1_28_4_2008_ED,W1_2008_4_28,KiW1/W1/Bulau,W1,4,Grob,28,4,2008,119,early,1,NA,Ephemera danica,ED,6.338462
W1_28_4_2008_GR,W1_2008_4_28,KiW1/W1/Bulau,W1,4,grob,28,4,2008,119,early,1,NA,Gammarus roeselii,GR,6.646154
W1_11_6_2008_HS,W1_2008_6_11,KiW1/W1/Bulau,W1,4,Grob,11,6,2008,163,late,2,NA,Hydropsyche siltalai,HS,12.49524
Auba_23_6_2009_BR,Auba_2009_6_23,Aubach oh.Wiesthal,Auba,1,grob,23,6,2009,174,late,2,NA,Baetis rhodani,BR,36.8
Auba_8_4_2009_BR,Auba_2009_4_8,Aubach oh.Wiesthal,Auba,1,grob,8,4,2009,98,early,1,NA,Baetis rhodani,BR,25.90476
Auba_8_4_2009_ET,Auba_2009_4_8,Aubach,Auba,1,grob,8,4,2009,98,early,1,NA,Eiseniella tetraedra,ET,0.761905
Auba_23_6_2009_ED,Auba_2009_6_23,Aubach,Auba,1,Grob,23,6,2009,174,late,2,NA,Ephemera danica,ED,4.8
Auba_23_6_2009_ED,Auba_2009_6_23,Aubach,Auba,1,Einzelexemplare,23,6,2009,174,late,2,NA,Ephemera danica,ED,4.8
Auba_8_4_2009_ED,Auba_2009_4_8,Aubach,Auba,1,Grob,8,4,2009,98,early,1,NA,Ephemera danica,ED,2.285714
Auba_23_6_2009_HS,Auba_2009_6_23,Aubach,Auba,1,Grob,23,6,2009,174,late,2,NA,Hydropsyche siltalai,HS,19.2
Auba_8_4_2009_HS,Auba_2009_4_8,Aubach,Auba,1,Grob,8,4,2009,98,early,1,NA,Hydropsyche siltalai,HS,19.04762
Auba_23_6_2009_PO,Auba_2009_6_23,Aubach,Auba,1,Grob,23,6,2009,174,late,2,NA,Prodiamesa olivacea,PO,3.2
Auba_8_4_2009_PO,Auba_2009_4_8,Aubach,Auba,1,Grob,8,4,2009,98,early,1,NA,Prodiamesa olivacea,PO,5.333333
Bieb_23_6_2009_AF,Bieb_2009_6_23,Bieber oh. Roﬂbach,Bieb,2,grob,23,6,2009,174,late,2,NA,Ancylus fluviatilis,AF,1.309091
Bieb_8_4_2009_AF,Bieb_2009_4_8,Bieber oh. Roﬂbach,Bieb,2,grob,8,4,2009,98,early,1,NA,Ancylus fluviatilis,AF,1.959184
Bieb_23_6_2009_BR,Bieb_2009_6_23,Bieber,Bieb,2,grob,23,6,2009,174,late,2,NA,Baetis rhodani,BR,2.618182
Bieb_8_4_2009_BR,Bieb_2009_4_8,Bieber,Bieb,2,grob,8,4,2009,98,early,1,NA,Baetis rhodani,BR,5.877551
Bieb_23_6_2009_ET,Bieb_2009_6_23,Bieber,Bieb,2,grob,23,6,2009,174,late,2,NA,Eiseniella tetraedra,ET,1.309091
Bieb_23_6_2009_HS,Bieb_2009_6_23,Bieber,Bieb,2,Grob,23,6,2009,174,late,2,NA,Hydropsyche siltalai,HS,17.01818
Bieb_8_4_2009_HS,Bieb_2009_4_8,Bieber,Bieb,2,Grob,8,4,2009,98,early,1,NA,Hydropsyche siltalai,HS,55.94558
Bieb_23_6_2009_PO,Bieb_2009_6_23,Bieber,Bieb,2,Grob,23,6,2009,174,late,2,NA,Prodiamesa olivacea,PO,159.7091
Bieb_8_4_2009_PO,Bieb_2009_4_8,Bieber,Bieb,2,Grob,8,4,2009,98,early,1,NA,Prodiamesa olivacea,PO,20.2449
O3_23_6_2009_AF,O3_2009_6_23,KiO3/O3/Rothenbergen,O3,3,grob,23,6,2009,174,late,2,NA,Ancylus fluviatilis,AF,19.2
O3_9_4_2009_AF,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,grob,9,4,2009,99,early,1,NA,Ancylus fluviatilis,AF,19.04762
O3_9_4_2009_AF,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,21TP,9,4,2009,99,early,1,NA,Ancylus fluviatilis,AF,19.04762
O3_23_6_2009_AA,O3_2009_6_23,KiO3/O3/Rothenbergen,O3,3,Grob,23,6,2009,174,late,2,NA,Aphelocheirus aestivalis,AA,19.2
O3_9_4_2009_AA,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,Grob,9,4,2009,99,early,1,NA,Aphelocheirus aestivalis,AA,10.66667
O3_23_6_2009_BR,O3_2009_6_23,KiO3/O3/Rothenbergen,O3,3,grob,23,6,2009,174,late,2,NA,Baetis rhodani,BR,20
O3_23_6_2009_BR,O3_2009_6_23,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,23,6,2009,174,late,2,NA,Baetis rhodani,BR,20
O3_9_4_2009_BR,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,grob,9,4,2009,99,early,1,NA,Baetis rhodani,BR,9.142857
O3_9_4_2009_ET,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,grob,9,4,2009,99,early,1,NA,Eiseniella tetraedra,ET,0.761905
O3_9_4_2009_ED,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,9,4,2009,99,early,1,NA,Ephemera danica,ED,1.52381
O3_9_4_2009_ED,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,9,4,2009,99,early,1,NA,Ephemera danica,ED,1.52381
O3_23_6_2009_GR,O3_2009_6_23,KiO3/O3/Rothenbergen,O3,3,grob,23,6,2009,174,late,2,NA,Gammarus roeselii,GR,19.2
O3_9_4_2009_GR,O3_2009_4_9,KiO3/O3/Rothenbergen,O3,3,grob,9,4,2009,99,early,1,NA,Gammarus roeselii,GR,40.38095
O3_23_6_2009_HS,O3_2009_6_23,KiO3/O3/Rodenbauch,O3,3,Grob,23,6,2009,174,late,2,NA,Hydropsyche siltalai,HS,4.8
O3_9_4_2009_HS,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,9,4,2009,99,early,1,NA,Hydropsyche siltalai,HS,2.285714
O3_23_6_2009_PO,O3_2009_6_23,KiO3/O3/Rodenbauch,O3,3,Grob,23,6,2009,174,late,2,NA,Prodiamesa olivacea,PO,4.8
O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,8.380952
W1_13_6_2009_AF,W1_2009_6_13,KiW1/W1/Bulau,W1,4,grob,13,6,2009,164,late,2,NA,Ancylus fluviatilis,AF,4.8
W1_7_5_2009_AF,W1_2009_5_7,KiW1/W1/Bulau,W1,4,grob,7,5,2009,127,early,1,NA,Ancylus fluviatilis,AF,19.2
W1_13_6_2009_AA,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13,6,2009,164,late,2,NA,Aphelocheirus aestivalis,AA,50.4
W1_7_5_2009_AA,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,7,5,2009,127,early,1,NA,Aphelocheirus aestivalis,AA,25.6
W1_7_5_2009_BR,W1_2009_5_7,KiW1/W1/Bulau,W1,4,grob,7,5,2009,127,early,1,NA,Baetis rhodani,BR,3.2
W1_13_6_2009_ET,W1_2009_6_13,KiW1/W1/Bulau,W1,4,grob (Geo-Tag),13,6,2009,164,late,2,NA,Eiseniella tetraedra,ET,4.8
W1_13_6_2009_ED,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Einzelexemplare,13,6,2009,164,late,2,NA,Ephemera danica,ED,10.4
W1_13_6_2009_ED,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13,6,2009,164,late,2,NA,Ephemera danica,ED,10.4
W1_7_5_2009_ED,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,7,5,2009,127,early,1,NA,Ephemera danica,ED,45.6
W1_7_5_2009_ED,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Einzelexemplare,7,5,2009,127,early,1,NA,Ephemera danica,ED,45.6
W1_13_6_2009_GR,W1_2009_6_13,KiW1/W1/Bulau,W1,4,grob,13,6,2009,164,late,2,NA,Gammarus roeselii,GR,19.2
W1_13_6_2009_HS,W1_2009_6_13,KiW1/W1/Bulau,W1,4,Grob,13,6,2009,164,late,2,NA,Hydropsyche siltalai,HS,34.4
W1_7_5_2009_HS,W1_2009_5_7,KiW1/W1/Bulau,W1,4,Grob,7,5,2009,127,early,1,NA,Hydropsyche siltalai,HS,9.6
Auba_16_3_2010_AF,Auba_2010_3_16,Aubach oh Wiesenthal,Auba,1,grob,16,3,2010,75,early,1,NA,Ancylus fluviatilis,AF,4.8
Auba_29_6_2010_AF,Auba_2010_6_29,Aubach oh Wiesenthal,Auba,1,grob,29,6,2010,180,late,2,NA,Ancylus fluviatilis,AF,3.2
Auba_16_3_2010_BR,Auba_2010_3_16,Aubach oh.Wiesthal,Auba,1,grob,16,3,2010,75,early,1,NA,Baetis rhodani,BR,116
Auba_29_6_2010_BR,Auba_2010_6_29,Aubach oh.Wiesthal,Auba,1,grob,29,6,2010,180,late,2,NA,Baetis rhodani,BR,29.06667
Auba_16_3_2010_ED,Auba_2010_3_16,Aubach,Auba,1,Grob,16,3,2010,75,early,1,NA,Ephemera danica,ED,10.4
Auba_16_3_2010_ED,Auba_2010_3_16,Aubach,Auba,1,Einzelexemplare,16,3,2010,75,early,1,NA,Ephemera danica,ED,10.4
Auba_29_6_2010_ED,Auba_2010_6_29,Aubach,Auba,1,Einzelexemplare,29,6,2010,180,late,2,NA,Ephemera danica,ED,2.933333
Auba_29_6_2010_ED,Auba_2010_6_29,Aubach,Auba,1,Grob,29,6,2010,180,late,2,NA,Ephemera danica,ED,2.933333
Auba_16_3_2010_HS,Auba_2010_3_16,Aubach,Auba,1,Grob,16,3,2010,75,early,1,NA,Hydropsyche siltalai,HS,14.4
Auba_29_6_2010_HS,Auba_2010_6_29,Aubach,Auba,1,Grob,29,6,2010,180,late,2,NA,Hydropsyche siltalai,HS,6.133333
Auba_29_6_2010_HS,Auba_2010_6_29,Aubach,Auba,1,Einzelexemplare,29,6,2010,180,late,2,NA,Hydropsyche siltalai,HS,6.133333
Auba_29_6_2010_PO,Auba_2010_6_29,Aubach,Auba,1,Grob,29,6,2010,180,late,2,NA,Prodiamesa olivacea,PO,10.66667
Bieb_16_3_2010_BR,Bieb_2010_3_16,Bieber,Bieb,2,grob,16,3,2010,75,early,1,NA,Baetis rhodani,BR,73.34161
Bieb_29_6_2010_BR,Bieb_2010_6_29,Bieber,Bieb,2,grob,29,6,2010,180,late,2,NA,Baetis rhodani,BR,10.4
Bieb_16_3_2010_ET,Bieb_2010_3_16,Bieber,Bieb,2,21TP,16,3,2010,75,early,1,NA,Eiseniella tetraedra,ET,0.761905
Bieb_16_3_2010_ED,Bieb_2010_3_16,Bieber,Bieb,2,Grob,16,3,2010,75,early,1,NA,Ephemera danica,ED,1.192547
Bieb_16_3_2010_HS,Bieb_2010_3_16,Bieber,Bieb,2,Grob,16,3,2010,75,early,1,NA,Hydropsyche siltalai,HS,41.04348
Bieb_29_6_2010_HS,Bieb_2010_6_29,Bieber,Bieb,2,Grob,29,6,2010,180,late,2,NA,Hydropsyche siltalai,HS,5.6
Bieb_16_3_2010_OV,Bieb_2010_3_16,Bieber,Bieb,2,grob,16,3,2010,75,early,1,NA,Orectochilus villosus,OV,0.761905
Bieb_16_3_2010_OV,Bieb_2010_3_16,Bieber,Bieb,2,21TP grob,16,3,2010,75,early,1,NA,Orectochilus villosus,OV,0.761905
Bieb_29_6_2010_PO,Bieb_2010_6_29,Bieber,Bieb,2,Grob,29,6,2010,180,late,2,NA,Prodiamesa olivacea,PO,233.6
O3_26_4_2010_AF,O3_2010_4_26,KiO3/O3/Rothenbergen,O3,3,grob,26,4,2010,116,early,1,NA,Ancylus fluviatilis,AF,45.6
O3_28_6_2010_AF,O3_2010_6_28,KiO3/O3/Rothenbergen,O3,3,grob,28,6,2010,179,late,2,NA,Ancylus fluviatilis,AF,5.4
O3_26_4_2010_AA,O3_2010_4_26,KiO3/O3/Rothenbergen,O3,3,Grob,26,4,2010,116,early,1,NA,Aphelocheirus aestivalis,AA,6
O3_28_6_2010_AA,O3_2010_6_28,KiO3/O3/Rothenbergen,O3,3,Grob,28,6,2010,179,late,2,NA,Aphelocheirus aestivalis,AA,14.2
O3_26_4_2010_BR,O3_2010_4_26,KiO3/O3/Rothenbergen,O3,3,grob,26,4,2010,116,early,1,NA,Baetis rhodani,BR,6
O3_26_6_2010_BR,O3_2010_6_26,KiO3/O3/Rothenbergen,O3,3,grob,26,6,2010,177,late,2,NA,Baetis rhodani,BR,NA
O3_26_4_2010_ET,O3_2010_4_26,KiO3/O3/Rothenbergen,O3,3,grob,26,4,2010,116,early,1,NA,Eiseniella tetraedra,ET,9.6
O3_28_6_2010_ED,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,28,6,2010,179,late,2,NA,Ephemera danica,ED,0.8
O3_28_6_2010_ED,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,6,2010,179,late,2,NA,Ephemera danica,ED,0.8
O3_26_4_2010_GR,O3_2010_4_26,KiO3/O3/Rothenbergen,O3,3,grob,26,4,2010,116,early,1,NA,Gammarus roeselii,GR,4.8
O3_26_4_2010_HS,O3_2010_4_26,KiO3/O3/Rodenbauch,O3,3,Grob,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,3.6
O3_28_6_2010_HS,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,6,2010,179,late,2,NA,Hydropsyche siltalai,HS,0.8
O3_28_6_2010_PO,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28,6,2010,179,late,2,NA,Prodiamesa olivacea,PO,9
W1_25_6_2010_AA,W1_2010_6_25,KiW1/W1/Bulau,W1,4,Grob,25,6,2010,176,late,2,NA,Aphelocheirus aestivalis,AA,10.4
W1_26_4_2010_AA,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26,4,2010,116,early,1,NA,Aphelocheirus aestivalis,AA,31.83158
W1_26_4_2010_BR,W1_2010_4_26,KiW1/W1/Bulau,W1,4,grob,26,4,2010,116,early,1,NA,Baetis rhodani,BR,4.547368
W1_25_6_2010_ET,W1_2010_6_25,KiW1/W1/Bulau,W1,4,grob,25,6,2010,176,late,2,NA,Eiseniella tetraedra,ET,1.92
W1_25_6_2010_ED,W1_2010_6_25,KiW1/W1/Bulau,W1,4,Grob,25,6,2010,176,late,2,NA,Ephemera danica,ED,18.88
W1_25_6_2010_ED,W1_2010_6_25,KiW1/W1/Bulau,W1,4,Einzelexemplare,25,6,2010,176,late,2,NA,Ephemera danica,ED,18.88
W1_26_4_2010_ED,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26,4,2010,116,early,1,NA,Ephemera danica,ED,22.02105
W1_26_4_2010_ED,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Einzelexemplare,26,4,2010,116,early,1,NA,Ephemera danica,ED,22.02105
W1_25_6_2010_GR,W1_2010_6_25,KiW1/W1/Bulau,W1,4,grob,25,6,2010,176,late,2,NA,Gammarus roeselii,GR,1.92
W1_26_4_2010_GR,W1_2010_4_26,KiW1/W1/Bulau,W1,4,grob,26,4,2010,116,early,1,NA,Gammarus roeselii,GR,9.094737
W1_25_6_2010_HS,W1_2010_6_25,KiW1/W1/Bulau,W1,4,Grob,25,6,2010,176,late,2,NA,Hydropsyche siltalai,HS,1.92
W1_26_4_2010_HS,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26,4,2010,116,early,1,NA,Hydropsyche siltalai,HS,4.547368
W1_26_4_2010_PO,W1_2010_4_26,KiW1/W1/Bulau,W1,4,Grob,26,4,2010,116,early,1,NA,Prodiamesa olivacea,PO,22.73684
Auba_24_3_2011_BR,Auba_2011_3_24,Aubach oh.Wiesthal,Auba,1,grob,24,3,2011,83,early,1,NA,Baetis rhodani,BR,15.2
Auba_25_7_2011_BR,Auba_2011_7_25,Aubach oh.Wiesthal,Auba,1,grob,25,7,2011,206,late,2,NA,Baetis rhodani,BR,10.4
Auba_24_3_2011_ED,Auba_2011_3_24,Aubach,Auba,1,Grob,24,3,2011,83,early,1,NA,Ephemera danica,ED,10.24
Auba_24_3_2011_ED,Auba_2011_3_24,Aubach,Auba,1,Einzelexemplare,24,3,2011,83,early,1,NA,Ephemera danica,ED,10.24
Auba_25_7_2011_ED,Auba_2011_7_25,Aubach,Auba,1,Grob,25,7,2011,206,late,2,NA,Ephemera danica,ED,5.066667
Auba_25_7_2011_ED,Auba_2011_7_25,Aubach,Auba,1,Einzelexemplare,25,7,2011,206,late,2,NA,Ephemera danica,ED,5.066667
Auba_24_3_2011_HS,Auba_2011_3_24,Aubach,Auba,1,Grob,24,3,2011,83,early,1,NA,Hydropsyche siltalai,HS,20.96
Auba_24_3_2011_PO,Auba_2011_3_24,Aubach,Auba,1,Grob,24,3,2011,83,early,1,NA,Prodiamesa olivacea,PO,7.68
Auba_25_7_2011_PO,Auba_2011_7_25,Aubach,Auba,1,Grob,25,7,2011,206,late,2,NA,Prodiamesa olivacea,PO,14.93333
Bieb_24_3_2011_BR,Bieb_2011_3_24,Bieber,Bieb,2,grob,24,3,2011,83,early,1,NA,Baetis rhodani,BR,22.4
Bieb_25_7_2011_BR,Bieb_2011_7_25,Bieber,Bieb,2,grob,25,7,2011,206,late,2,NA,Baetis rhodani,BR,8.378947
