Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Species,SppCode,density_per_m2,Yryly_Temp_old,Yryly_Temp
Bieb_25_7_2011_BR,Bieb_2011_7_25,Bieber,Bieb,2,grob,25,7,2011,206,late,2,Baetis rhodani,BR,8.378947,NA,9.316666667
Bieb_25_7_2011_ET,Bieb_2011_7_25,Bieber,Bieb,2,grob,25,7,2011,206,late,2,Eiseniella tetraedra,ET,1.515789,NA,9.316666667
Bieb_24_3_2011_HS,Bieb_2011_3_24,Bieber,Bieb,2,Grob,24,3,2011,83,early,1,Hydropsyche siltalai,HS,9.6,NA,9.141666667
Bieb_24_3_2011_OV,Bieb_2011_3_24,Bieber,Bieb,2,grob,24,3,2011,83,early,1,Orectochilus villosus,OV,3.2,NA,9.141666667
Bieb_24_3_2011_PO,Bieb_2011_3_24,Bieber,Bieb,2,Grob,24,3,2011,83,early,1,Prodiamesa olivacea,PO,1.6,NA,9.141666667
Bieb_25_7_2011_PO,Bieb_2011_7_25,Bieber,Bieb,2,Grob,25,7,2011,206,late,2,Prodiamesa olivacea,PO,25.76842,NA,9.316666667
O3_20_4_2011_AF,O3_2011_4_20,KiO3/O3/Rothenbergen,O3,3,grob,20,4,2011,110,early,1,Ancylus fluviatilis,AF,4.8,NA,10.075
O3_21_7_2011_AF,O3_2011_7_21,KiO3/O3/Rothenbergen,O3,3,grob,21,7,2011,202,late,2,Ancylus fluviatilis,AF,28.8,NA,10.01666667
O3_20_4_2011_AA,O3_2011_4_20,KiO3/O3/Rothenbergen,O3,3,Grob,20,4,2011,110,early,1,Aphelocheirus aestivalis,AA,3.2,NA,10.075
O3_21_7_2011_AA,O3_2011_7_21,KiO3/O3/Rothenbergen,O3,3,Grob,21,7,2011,202,late,2,Aphelocheirus aestivalis,AA,14.4,NA,10.01666667
O3_20_4_2011_BR,O3_2011_4_20,KiO3/O3/Rothenbergen,O3,3,grob,20,4,2011,110,early,1,Baetis rhodani,BR,8,NA,10.075
O3_20_4_2011_ET,O3_2011_4_20,KiO3/O3/Rothenbergen,O3,3,grob,20,4,2011,110,early,1,Eiseniella tetraedra,ET,0.8,NA,10.075
O3_21_7_2011_ET,O3_2011_7_21,KiO3/O3/Rothenbergen,O3,3,grob,21,7,2011,202,late,2,Eiseniella tetraedra,ET,3.2,NA,10.01666667
O3_21_7_2011_ED,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,21,7,2011,202,late,2,Ephemera danica,ED,0.8,NA,10.01666667
O3_21_7_2011_GR,O3_2011_7_21,KiO3/O3/Rothenbergen,O3,3,grob,21,7,2011,202,late,2,Gammarus roeselii,GR,19.2,NA,10.01666667
O3_20_4_2011_HS,O3_2011_4_20,KiO3/O3/Rodenbauch,O3,3,Grob,20,4,2011,110,early,1,Hydropsyche siltalai,HS,3.2,NA,10.075
O3_20_4_2011_OV,O3_2011_4_20,KiO3/O3/Rothenbergen,O3,3,grob,20,4,2011,110,early,1,Orectochilus villosus,OV,1.6,NA,10.075
O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21,7,2011,202,late,2,Prodiamesa olivacea,PO,8,NA,10.01666667
W1_20_4_2011_AF,W1_2011_4_20,KiW1/W1/Bulau,W1,4,grob,20,4,2011,110,early,1,Ancylus fluviatilis,AF,6.72,NA,10.20833333
W1_20_4_2011_AA,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20,4,2011,110,early,1,Aphelocheirus aestivalis,AA,8.48,NA,10.20833333
W1_4_7_2011_AA,W1_2011_7_4,KiW1/W1/Bulau,W1,4,Grob,4,7,2011,185,late,2,Aphelocheirus aestivalis,AA,9,NA,10.15833333
W1_20_4_2011_BR,W1_2011_4_20,KiW1/W1/Bulau,W1,4,grob,20,4,2011,110,early,1,Baetis rhodani,BR,0.96,NA,10.20833333
W1_20_4_2011_ED,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20,4,2011,110,early,1,Ephemera danica,ED,4.48,NA,10.20833333
W1_20_4_2011_ED,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Einzelexemplare,20,4,2011,110,early,1,Ephemera danica,ED,4.48,NA,10.20833333
W1_4_7_2011_ED,W1_2011_7_4,KiW1/W1/Bulau,W1,4,Einzelexemplare,4,7,2011,185,late,2,Ephemera danica,ED,17,NA,10.15833333
W1_4_7_2011_ED,W1_2011_7_4,KiW1/W1/Bulau,W1,4,Grob,4,7,2011,185,late,2,Ephemera danica,ED,17,NA,10.15833333
W1_20_4_2011_HS,W1_2011_4_20,KiW1/W1/Bulau,W1,4,Grob,20,4,2011,110,early,1,Hydropsyche siltalai,HS,2.72,NA,10.20833333
Auba_19_3_2012_BR,Auba_2012_3_19,Aubach oh.Wiesthal,Auba,1,grob,19,3,2012,79,early,1,Baetis rhodani,BR,25.05263,NA,10.00833333
Auba_21_6_2012_BR,Auba_2012_6_21,Aubach oh.Wiesthal,Auba,1,grob,21,6,2012,173,late,2,Baetis rhodani,BR,24.38095,NA,9.633333333
Auba_19_3_2012_ET,Auba_2012_3_19,Aubach,Auba,1,grob,19,3,2012,79,early,1,Eiseniella tetraedra,ET,1.515789,NA,10.00833333
Auba_19_3_2012_ED,Auba_2012_3_19,Aubach,Auba,1,Grob,19,3,2012,79,early,1,Ephemera danica,ED,18.27368,NA,10.00833333
Auba_19_3_2012_ED,Auba_2012_3_19,Aubach,Auba,1,Einzelexemplare,19,3,2012,79,early,1,Ephemera danica,ED,18.27368,NA,10.00833333
Auba_21_6_2012_ED,Auba_2012_6_21,Aubach,Auba,1,Grob,21,6,2012,173,late,2,Ephemera danica,ED,28.95238,NA,9.633333333
Auba_21_6_2012_ED,Auba_2012_6_21,Aubach,Auba,1,Einzelexemplare,21,6,2012,173,late,2,Ephemera danica,ED,28.95238,NA,9.633333333
Auba_21_6_2012_HS,Auba_2012_6_21,Aubach,Auba,1,Grob,21,6,2012,173,late,2,Hydropsyche siltalai,HS,2.285714,NA,9.633333333
Auba_19_3_2012_PO,Auba_2012_3_19,Aubach,Auba,1,Grob,19,3,2012,79,early,1,Prodiamesa olivacea,PO,7.578947,NA,10.00833333
Auba_21_6_2012_PO,Auba_2012_6_21,Aubach,Auba,1,Grob,21,6,2012,173,late,2,Prodiamesa olivacea,PO,0.761905,NA,9.633333333
Bieb_19_3_2012_BR,Bieb_2012_3_19,Bieber,Bieb,2,grob,19,3,2012,79,early,1,Baetis rhodani,BR,94.77647,10.10923887,10.21666667
Bieb_21_6_2012_BR,Bieb_2012_6_21,Bieber,Bieb,2,grob,21,6,2012,173,late,2,Baetis rhodani,BR,2.109091,9.939641775,9.816666667
Bieb_21_6_2012_ET,Bieb_2012_6_21,Bieber,Bieb,2,grob,21,6,2012,173,late,2,Eiseniella tetraedra,ET,1.309091,9.939641775,9.816666667
Bieb_21_6_2012_ED,Bieb_2012_6_21,Bieber,Bieb,2,Grob,21,6,2012,173,late,2,Ephemera danica,ED,1.309091,9.939641775,9.816666667
Bieb_19_3_2012_HS,Bieb_2012_3_19,Bieber,Bieb,2,Grob,19,3,2012,79,early,1,Hydropsyche siltalai,HS,15.24706,10.10923887,10.21666667
Bieb_19_3_2012_OV,Bieb_2012_3_19,Bieber,Bieb,2,grob,19,3,2012,79,early,1,Orectochilus villosus,OV,5.882353,10.10923887,10.21666667
Bieb_21_6_2012_PO,Bieb_2012_6_21,Bieber,Bieb,2,Grob,21,6,2012,173,late,2,Prodiamesa olivacea,PO,2.618182,9.939641775,9.816666667
O3_12_7_2012_AA,O3_2012_7_12,KiO3/O3/Rothenbergen,O3,3,Grob,12,7,2012,194,late,2,Aphelocheirus aestivalis,AA,10.28571,NA,10.625
O3_21_3_2012_AA,O3_2012_3_21,KiO3/O3/Rothenbergen,O3,3,Grob,21,3,2012,81,early,1,Aphelocheirus aestivalis,AA,4.114286,NA,10.925
O3_21_3_2012_BR,O3_2012_3_21,KiO3/O3/Rothenbergen,O3,3,grob,21,3,2012,81,early,1,Baetis rhodani,BR,30.4,NA,10.925
O3_21_3_2012_BR,O3_2012_3_21,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,21,3,2012,81,early,1,Baetis rhodani,BR,30.4,NA,10.925
O3_12_7_2012_ED,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,12,7,2012,194,late,2,Ephemera danica,ED,0.8,NA,10.625
O3_21_3_2012_ED,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,21,3,2012,81,early,1,Ephemera danica,ED,0.8,NA,10.925
O3_12_7_2012_GR,O3_2012_7_12,KiO3/O3/Rothenbergen,O3,3,grob,12,7,2012,194,late,2,Gammarus roeselii,GR,125.4857,NA,10.625
O3_21_3_2012_GR,O3_2012_3_21,KiO3/O3/Rothenbergen,O3,3,grob,21,3,2012,81,early,1,Gammarus roeselii,GR,4.114286,NA,10.925
O3_21_3_2012_OV,O3_2012_3_21,KiO3/O3/Rothenbergen,O3,3,grob,21,3,2012,81,early,1,Orectochilus villosus,OV,8.228571,NA,10.925
O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,12,7,2012,194,late,2,Prodiamesa olivacea,PO,27.54286,NA,10.625
O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21,3,2012,81,early,1,Prodiamesa olivacea,PO,135.7714,NA,10.925
W1_21_3_2012_AF,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21,3,2012,81,early,1,Ancylus fluviatilis,AF,0.8,11.60336355,11.09166667
W1_21_3_2012_AA,W1_2012_3_21,KiW1/W1/Bulau,W1,4,Grob,21,3,2012,81,early,1,Aphelocheirus aestivalis,AA,9.6,11.60336355,11.09166667
W1_28_6_2012_AA,W1_2012_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2012,180,late,2,Aphelocheirus aestivalis,AA,12.8,11.39026067,10.65833333
W1_21_3_2012_BR,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21,3,2012,81,early,1,Baetis rhodani,BR,2.4,11.60336355,11.09166667
W1_21_3_2012_ED,W1_2012_3_21,KiW1/W1/Bulau,W1,4,Einzelexemplare,21,3,2012,81,early,1,Ephemera danica,ED,3.2,11.60336355,11.09166667
W1_21_3_2012_ED,W1_2012_3_21,KiW1/W1/Bulau,W1,4,Grob,21,3,2012,81,early,1,Ephemera danica,ED,3.2,11.60336355,11.09166667
W1_28_6_2012_ED,W1_2012_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2012,180,late,2,Ephemera danica,ED,12.8,11.39026067,10.65833333
W1_28_6_2012_ED,W1_2012_6_28,KiW1/W1/Bulau,W1,4,Einzelexemplare,28,6,2012,180,late,2,Ephemera danica,ED,12.8,11.39026067,10.65833333
W1_21_3_2012_GR,W1_2012_3_21,KiW1/W1/Bulau,W1,4,grob,21,3,2012,81,early,1,Gammarus roeselii,GR,32.8,11.60336355,11.09166667
W1_28_6_2012_GR,W1_2012_6_28,KiW1/W1/Bulau,W1,4,grob,28,6,2012,180,late,2,Gammarus roeselii,GR,9.6,11.39026067,10.65833333
W1_21_3_2012_PO,W1_2012_3_21,KiW1/W1/Bulau,W1,4,Grob,21,3,2012,81,early,1,Prodiamesa olivacea,PO,13.6,11.60336355,11.09166667
W1_28_6_2012_PO,W1_2012_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2012,180,late,2,Prodiamesa olivacea,PO,11.2,11.39026067,10.65833333
Auba_20_3_2013_BR,Auba_2013_3_20,Aubach oh.Wiesthal,Auba,1,grob,20,3,2013,79,early,1,Baetis rhodani,BR,11.8,9.511455665,9.041666667
Auba_17_6_2013_ED,Auba_2013_6_17,Aubach,Auba,1,Einzelexemplare,17,6,2013,168,late,2,Ephemera danica,ED,52.4,9.168300937,8.8
Auba_17_6_2013_ED,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,Ephemera danica,ED,52.4,9.168300937,8.8
Auba_20_3_2013_ED,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,Ephemera danica,ED,40,9.511455665,9.041666667
Auba_17_6_2013_HS,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,Hydropsyche siltalai,HS,1.2,9.168300937,8.8
Auba_20_3_2013_HS,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,Hydropsyche siltalai,HS,5,9.511455665,9.041666667
Auba_20_3_2013_OV,Auba_2013_3_20,Aubach oh Wiesenthal,Auba,1,grob,20,3,2013,79,early,1,Orectochilus villosus,OV,4,9.511455665,9.041666667
Auba_17_6_2013_PO,Auba_2013_6_17,Aubach,Auba,1,Grob,17,6,2013,168,late,2,Prodiamesa olivacea,PO,1.2,9.168300937,8.8
Auba_20_3_2013_PO,Auba_2013_3_20,Aubach,Auba,1,Grob,20,3,2013,79,early,1,Prodiamesa olivacea,PO,1,9.511455665,9.041666667
Bieb_19_3_2013_BR,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,Baetis rhodani,BR,56,NA,9.191666667
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,Eiseniella tetraedra,ET,3.2,NA,9.191666667
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,TEST -REST 322,19,3,2013,78,early,1,Eiseniella tetraedra,ET,3.2,NA,9.191666667
Bieb_19_3_2013_ET,Bieb_2013_3_19,Bieber,Bieb,2,TEST -REST 321,19,3,2013,78,early,1,Eiseniella tetraedra,ET,3.2,NA,9.191666667
Bieb_17_6_2013_ED,Bieb_2013_6_17,Bieber,Bieb,2,Grob,17,6,2013,168,late,2,Ephemera danica,ED,2.181818,NA,8.966666667
Bieb_19_3_2013_ED,Bieb_2013_3_19,Bieber,Bieb,2,Test/Rest/Grob,19,3,2013,78,early,1,Ephemera danica,ED,NA,NA,9.191666667
Bieb_19_3_2013_ED,Bieb_2013_3_19,Bieber,Bieb,2,Test/Grob,19,3,2013,78,early,1,Ephemera danica,ED,NA,NA,9.191666667
Bieb_17_6_2013_HS,Bieb_2013_6_17,Bieber,Bieb,2,Einzelexemplare,17,6,2013,168,late,2,Hydropsyche siltalai,HS,2.981818,NA,8.966666667
Bieb_19_3_2013_HS,Bieb_2013_3_19,Bieber,Bieb,2,Grob,19,3,2013,78,early,1,Hydropsyche siltalai,HS,28.8,NA,9.191666667
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,TEST,19,3,2013,78,early,1,Orectochilus villosus,OV,7.2,NA,9.191666667
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,TEST grob,19,3,2013,78,early,1,Orectochilus villosus,OV,7.2,NA,9.191666667
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,grob,19,3,2013,78,early,1,Orectochilus villosus,OV,7.2,NA,9.191666667
Bieb_19_3_2013_OV,Bieb_2013_3_19,Bieber,Bieb,2,Einzelexemplar,19,3,2013,78,early,1,Orectochilus villosus,OV,7.2,NA,9.191666667
O3_25_4_2013_AF,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,Ancylus fluviatilis,AF,4.8,10.88388592,9.975
O3_1_7_2013_AA,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,Grob,1,7,2013,182,late,2,Aphelocheirus aestivalis,AA,4.8,10.45683623,9.941666667
O3_25_4_2013_AA,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,Grob,25,4,2013,115,early,1,Aphelocheirus aestivalis,AA,1.6,10.88388592,9.975
O3_1_7_2013_BR,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,Baetis rhodani,BR,7.2,10.45683623,9.941666667
O3_25_4_2013_BR,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,Baetis rhodani,BR,1.6,10.88388592,9.975
O3_1_7_2013_ET,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,Eiseniella tetraedra,ET,2.4,10.45683623,9.941666667
O3_25_4_2013_ET,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,25,4,2013,115,early,1,Eiseniella tetraedra,ET,0.8,10.88388592,9.975
O3_1_7_2013_ED,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,7,2013,182,late,2,Ephemera danica,ED,1.6,10.45683623,9.941666667
O3_1_7_2013_GR,O3_2013_7_1,KiO3/O3/Rothenbergen,O3,3,grob,1,7,2013,182,late,2,Gammarus roeselii,GR,21.6,10.45683623,9.941666667
O3_25_4_2013_GR,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,Gammarus roeselii,GR,7.2,10.88388592,9.975
O3_25_4_2013_OV,O3_2013_4_25,KiO3/O3/Rothenbergen,O3,3,grob,25,4,2013,115,early,1,Orectochilus villosus,OV,1.6,10.88388592,9.975
O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,7,2013,182,late,2,Prodiamesa olivacea,PO,11.2,10.45683623,9.941666667
W1_9_4_2013_AF,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,Ancylus fluviatilis,AF,3.2,11.02415473,10.11666667
W1_27_6_2013_AA,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,Aphelocheirus aestivalis,AA,18.8,10.70776835,9.841666667
W1_9_4_2013_AA,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,Aphelocheirus aestivalis,AA,8,11.02415473,10.11666667
W1_9_4_2013_BR,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,Baetis rhodani,BR,0.8,11.02415473,10.11666667
W1_27_6_2013_ET,W1_2013_6_27,KiW1/W1/Bulau,W1,4,grob,27,6,2013,178,late,2,Eiseniella tetraedra,ET,1.5,10.70776835,9.841666667
W1_27_6_2013_ED,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,Ephemera danica,ED,39.8,10.70776835,9.841666667
W1_27_6_2013_ED,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Einzelexemplare,27,6,2013,178,late,2,Ephemera danica,ED,39.8,10.70776835,9.841666667
W1_9_4_2013_ED,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,Ephemera danica,ED,22.4,11.02415473,10.11666667
W1_9_4_2013_ED,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Einzelexemplare,9,4,2013,99,early,1,Ephemera danica,ED,22.4,11.02415473,10.11666667
W1_27_6_2013_GR,W1_2013_6_27,KiW1/W1/Bulau,W1,4,grob,27,6,2013,178,late,2,Gammarus roeselii,GR,9,10.70776835,9.841666667
W1_9_4_2013_GR,W1_2013_4_9,KiW1/W1/Bulau,W1,4,grob,9,4,2013,99,early,1,Gammarus roeselii,GR,8,11.02415473,10.11666667
W1_9_4_2013_HS,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,Hydropsyche siltalai,HS,0.8,11.02415473,10.11666667
W1_27_6_2013_PO,W1_2013_6_27,KiW1/W1/Bulau,W1,4,Grob,27,6,2013,178,late,2,Prodiamesa olivacea,PO,4.5,10.70776835,9.841666667
W1_9_4_2013_PO,W1_2013_4_9,KiW1/W1/Bulau,W1,4,Grob,9,4,2013,99,early,1,Prodiamesa olivacea,PO,4.8,11.02415473,10.11666667
Auba_11_3_2014_AF,Auba_2014_3_11,Aubach oh Wiesenthal,Auba,1,grob,11,3,2014,70,early,1,Ancylus fluviatilis,AF,2,9.50444614,10.34166667
Auba_17_6_2014_AF,Auba_2014_6_17,Aubach oh Wiesenthal,Auba,1,grob,17,6,2014,168,late,2,Ancylus fluviatilis,AF,9,9.290964368,10.69166667
Auba_11_3_2014_BR,Auba_2014_3_11,Aubach oh.Wiesthal,Auba,1,grob,11,3,2014,70,early,1,Baetis rhodani,BR,6.8,9.50444614,10.34166667
Auba_17_6_2014_BR,Auba_2014_6_17,Aubach oh.Wiesthal,Auba,1,grob,17,6,2014,168,late,2,Baetis rhodani,BR,45.8,9.290964368,10.69166667
Auba_11_3_2014_ED,Auba_2014_3_11,Aubach,Auba,1,Einzelexemplare,11,3,2014,70,early,1,Ephemera danica,ED,24.8,9.50444614,10.34166667
Auba_11_3_2014_ED,Auba_2014_3_11,Aubach,Auba,1,Grob,11,3,2014,70,early,1,Ephemera danica,ED,24.8,9.50444614,10.34166667
Auba_17_6_2014_ED,Auba_2014_6_17,Aubach,Auba,1,Grob,17,6,2014,168,late,2,Ephemera danica,ED,22.6,9.290964368,10.69166667
Auba_17_6_2014_ED,Auba_2014_6_17,Aubach,Auba,1,Einzelexemplare,17,6,2014,168,late,2,Ephemera danica,ED,22.6,9.290964368,10.69166667
Auba_3_11_2014_HS,Auba_2014_3_11,Aubach,Auba,1,Einzelexemplare,11,3,2014,70,early,1,Hydropsyche siltalai,HS,14.8,9.50444614,10.34166667
Auba_3_11_2014_HS,Auba_2014_3_11,Aubach,Auba,1,main,11,3,2014,70,early,1,Hydropsyche siltalai,HS,14.8,9.50444614,10.34166667
Auba_17_6_2014_PO,Auba_2014_6_17,Aubach,Auba,1,Grob,17,6,2014,168,late,2,Prodiamesa olivacea,PO,150,9.290964368,10.69166667
Bieb_11_3_2014_BR,Bieb_2014_3_11,Bieber,Bieb,2,grob,11,3,2014,70,early,1,Baetis rhodani,BR,21.8,NA,10.54166667
Bieb_17_6_2014_ET,Bieb_2014_6_17,Bieber,Bieb,2,grob,17,6,2014,168,late,2,Eiseniella tetraedra,ET,3,NA,10.9
Bieb_11_3_2014_ED,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,Ephemera danica,ED,26.4,NA,10.54166667
Bieb_11_3_2014_ED,Bieb_2014_3_11,Bieber,Bieb,2,Einzelexemplare,11,3,2014,70,early,1,Ephemera danica,ED,26.4,NA,10.54166667
Bieb_17_6_2014_ED,Bieb_2014_6_17,Bieber,Bieb,2,Grob,17,6,2014,168,late,2,Ephemera danica,ED,12,NA,10.9
Bieb_11_3_2014_HS,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,Hydropsyche siltalai,HS,6,NA,10.54166667
Bieb_17_6_2014_HS,Bieb_2014_6_17,Bieber,Bieb,2,Einzelexemplare,17,6,2014,168,late,2,Hydropsyche siltalai,HS,0.8,NA,10.9
Bieb_11_3_2014_OV,Bieb_2014_3_11,Bieber,Bieb,2,grob,11,3,2014,70,early,1,Orectochilus villosus,OV,3.8,NA,10.54166667
Bieb_11_3_2014_OV,Bieb_2014_3_11,Bieber,Bieb,2,Einzelexemplar,11,3,2014,70,early,1,Orectochilus villosus,OV,3.8,NA,10.54166667
Bieb_11_3_2014_PO,Bieb_2014_3_11,Bieber,Bieb,2,Grob,11,3,2014,70,early,1,Prodiamesa olivacea,PO,246,NA,10.54166667
O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,grob,10,3,2014,69,early,1,Ancylus fluviatilis,AF,48.7619,11.02946866,11.225
O3_10_3_2014_AF,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,21TP,10,3,2014,69,early,1,Ancylus fluviatilis,AF,48.7619,11.02946866,11.225
O3_10_3_2014_AA,O3_2014_3_10,KiO3/O3/Rothenbergen,O3,3,Grob,10,3,2014,69,early,1,Aphelocheirus aestivalis,AA,13.71429,11.02946866,11.225
